generation,max_fitness
0,0
1,0
2,10
3,0
4,0
5,0
6,10
7,0
8,0
9,0
10,0
11,10
12,0
13,10
14,0
15,0
16,10
17,0
18,10
19,0
20,0
21,0
22,0
23,0
24,0
25,10
26,0
27,20
28,0
29,0
30,0
31,0
32,10
33,10
34,0
35,0
36,0
37,10
38,0
39,0
40,10
41,0
42,10
43,10
44,10
45,20
46,10
47,10
48,10
49,10
50,10
51,10
52,10
53,0
54,10
55,10
56,0
57,10
58,10
59,0
60,10
61,10
62,10
63,0
64,0
65,20
66,0
67,10
68,0
69,0
70,0
71,0
72,10
73,10
74,10
75,0
76,10
77,20
78,0
79,20
80,0
81,0
82,10
83,20
84,0
85,10
86,20
87,10
88,10
89,10
90,0
91,0
92,0
93,0
94,0
95,10
96,0
97,10
98,10
99,10
100,10
101,10
102,20
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,10
111,0
112,10
113,0
114,10
115,10
116,0
117,10
118,10
119,0
120,10
121,0
122,0
123,10
124,0
125,10
126,20
127,10
128,0
129,0
130,10
131,10
132,20
133,20
134,10
135,10
136,10
137,10
138,10
139,30
140,0
141,10
142,0
143,0
144,0
145,0
146,10
147,0
148,0
149,0
150,10
151,0
152,0
153,10
154,0
155,0
156,0
157,0
158,0
159,10
160,0
161,10
162,20
163,10
164,0
165,0
166,0
167,0
168,0
169,0
170,20
171,0
172,0
173,10
174,20
175,0
176,10
177,10
178,0
179,10
180,20
181,0
182,0
183,10
184,0
185,0
186,10
187,0
188,0
189,0
190,10
191,0
192,0
193,0
194,10
195,20
196,10
197,0
198,10
199,20
200,10
201,20
202,0
203,0
204,10
205,0
206,20
207,0
208,0
209,10
210,0
211,0
212,20
213,20
214,10
215,0
216,10
217,0
218,0
219,10
220,0
221,10
222,10
223,10
224,0
225,0
226,0
227,0
228,10
229,0
230,0
231,0
232,10
233,0
234,0
235,0
236,10
237,0
238,10
239,20
240,0
241,0
242,10
243,10
244,20
245,0
246,10
247,0
248,0
249,30
250,10
251,10
252,0
253,0
254,0
255,0
256,0
257,0
258,10
259,0
260,20
261,20
262,10
263,0
264,20
265,0
266,10
267,0
268,0
269,0
270,10
271,10
272,0
273,20
274,0
275,10
276,0
277,20
278,10
279,0
280,10
281,10
282,0
283,0
284,10
285,10
286,0
287,0
288,0
289,10
290,0
291,0
292,0
293,0
294,10
295,0
296,20
297,0
298,0
299,0
300,20
301,20
302,10
303,10
304,0
305,10
306,10
307,0
308,0
309,10
310,10
311,20
312,10
313,10
314,0
315,0
316,10
317,10
318,20
319,0
320,0
321,10
322,0
323,0
324,0
325,0
326,10
327,0
328,10
329,0
330,10
331,10
332,0
333,0
334,10
335,0
336,10
337,0
338,10
339,0
340,10
341,20
342,10
343,10
344,20
345,0
346,0
347,10
348,0
349,0
350,10
351,10
352,0
353,10
354,0
355,10
356,0
357,10
358,10
359,0
360,0
361,10
362,0
363,10
364,0
365,10
366,10
367,10
368,10
369,0
370,20
371,20
372,10
373,20
374,0
375,0
376,10
377,10
378,10
379,10
380,0
381,10
382,0
383,0
384,10
385,30
386,10
387,10
388,0
389,10
390,0
391,0
392,10
393,0
394,10
395,0
396,0
397,0
398,10
399,10
400,10
401,0
402,0
403,0
404,10
405,0
406,20
407,0
408,40
409,10
410,0
411,10
412,10
413,20
414,10
415,10
416,0
417,10
418,10
419,10
420,0
421,10
422,20
423,10
424,30
425,0
426,10
427,10
428,0
429,0
430,10
431,0
432,20
433,10
434,30
435,0
436,0
437,0
438,10
439,10
440,20
441,0
442,0
443,20
444,20
445,0
446,20
447,10
448,40
449,0
450,0
451,10
452,10
453,10
454,0
455,20
456,0
457,0
458,0
459,10
460,0
461,10
462,10
463,20
464,0
465,10
466,20
467,0
468,10
469,0
470,30
471,0
472,20
473,10
474,10
475,0
476,10
477,20
478,10
479,0
480,0
481,10
482,0
483,0
484,0
485,0
486,10
487,10
488,10
489,0
490,0
491,0
492,20
493,10
494,0
495,30
496,0
497,0
498,0
499,0
500,10
501,10
502,10
503,10
504,10
505,0
506,10
507,20
508,0
509,0
510,20
511,0
512,20
513,10
514,0
515,10
516,10
517,10
518,10
519,10
520,0
521,0
522,10
523,0
524,10
525,20
526,10
527,20
528,10
529,0
530,10
531,10
